class_alias,attacker,defender,score,mut_forfeit,mut_equivalent,mut_survived_turn,mut_survived_game
Rational,gemini-2.5-pro,claude-3-5-haiku-latest,0.25,0.55,0.0,0.4444444444444444,0.5555555555555556
Rational,gemini-2.5-pro,claude-sonnet-4-0,0.3,0.5,0.0,0.4,0.6
Rational,gemini-2.5-pro,gemini-2.5-flash,0.4,0.55,0.1111111111111111,0.0,1.0
Rational,gemini-2.5-pro,gemini-2.5-pro,0.55,0.44999999999999996,0.0,0.0,1.0
Rational,gemini-2.5-pro,gpt-4.1,0.3,0.65,0.14285714285714285,0.0,1.0
Rational,gemini-2.5-pro,gpt-4.1-mini,0.35,0.6,0.0,0.125,0.875
Rational,gpt-4.1,claude-3-5-haiku-latest,0.05,0.0,0.0,0.95,0.05
Rational,gpt-4.1,claude-sonnet-4-0,0.05,0.0,0.0,0.95,0.05
Rational,gpt-4.1,gemini-2.5-flash,0.35,0.6,0.125,0.0,1.0
Rational,gpt-4.1,gemini-2.5-pro,0.25,0.6,0.25,0.16666666666666666,0.8333333333333334
Rational,gpt-4.1,gpt-4.1,0.5,0.4,0.0,0.5,0.8333333333333334
Rational,gpt-4.1,gpt-4.1-mini,0.25,0.7,0.0,0.3333333333333333,0.8333333333333334
Rational,gpt-4.1-mini,claude-3-5-haiku-latest,0.3,0.4,0.08333333333333333,0.5454545454545454,0.5454545454545454
Rational,gpt-4.1-mini,claude-sonnet-4-0,0.15,0.0,0.05,0.8421052631578947,0.15789473684210525
Rational,gpt-4.1-mini,gemini-2.5-flash,0.3,0.4,0.16666666666666666,0.4,0.6
Rational,gpt-4.1-mini,gemini-2.5-pro,0.5,0.4,0.08333333333333333,0.18181818181818182,0.9090909090909091
Rational,gpt-4.1-mini,gpt-4.1,0.55,0.19999999999999996,0.0,0.625,0.6875
Rational,gpt-4.1-mini,gpt-4.1-mini,0.2,0.4,0.08333333333333333,0.6363636363636364,0.36363636363636365
SparseIntArray,claude-3-5-haiku-latest,claude-3-5-haiku-latest,0.2,0.19999999999999996,0.3125,0.7272727272727273,0.36363636363636365
SparseIntArray,claude-3-5-haiku-latest,claude-sonnet-4-0,0.2,0.44999999999999996,0.2727272727272727,0.5,0.5
SparseIntArray,claude-3-5-haiku-latest,gemini-2.5-flash,0.2,0.30000000000000004,0.21428571428571427,0.6363636363636364,0.36363636363636365
SparseIntArray,claude-3-5-haiku-latest,gemini-2.5-pro,0.25,0.44999999999999996,0.18181818181818182,0.4444444444444444,0.5555555555555556
SparseIntArray,claude-3-5-haiku-latest,gpt-4.1,0.55,0.25,0.2,0.25,0.9166666666666666
SparseIntArray,claude-3-5-haiku-latest,gpt-4.1-mini,0.15,0.25,0.5333333333333333,0.7142857142857143,0.2857142857142857
SparseIntArray,claude-sonnet-4-0,claude-3-5-haiku-latest,0.05,0.9,0.0,0.5,0.5
SparseIntArray,claude-sonnet-4-0,claude-sonnet-4-0,0.05,0.9,0.0,0.5,0.5
SparseIntArray,claude-sonnet-4-0,gemini-2.5-flash,0.1,0.8,0.5,0.0,1.0
SparseIntArray,claude-sonnet-4-0,gemini-2.5-pro,0.2,0.75,0.2,0.0,1.0
SparseIntArray,claude-sonnet-4-0,gpt-4.1,0.05,0.9,0.0,0.5,0.5
SparseIntArray,claude-sonnet-4-0,gpt-4.1-mini,0.05,0.9,0.0,0.5,0.5
SparseIntArray,gemini-2.5-flash,claude-3-5-haiku-latest,0.35,0.65,0.0,0.2857142857142857,1.0
SparseIntArray,gemini-2.5-flash,claude-sonnet-4-0,0.2,0.65,0.0,0.42857142857142855,0.5714285714285714
SparseIntArray,gemini-2.5-flash,gemini-2.5-flash,0.4,0.55,0.0,0.1111111111111111,0.8888888888888888
SparseIntArray,gemini-2.5-flash,gemini-2.5-pro,0.15,0.85,0.0,0.0,1.0
SparseIntArray,gemini-2.5-flash,gpt-4.1,0.35,0.65,0.0,0.0,1.0
SparseIntArray,gemini-2.5-flash,gpt-4.1-mini,0.25,0.75,0.0,0.0,1.0
SparseIntArray,gemini-2.5-pro,claude-3-5-haiku-latest,0.2,0.75,0.0,0.2,0.8
SparseIntArray,gemini-2.5-pro,claude-sonnet-4-0,0.05,0.95,0.0,0.0,1.0
SparseIntArray,gemini-2.5-pro,gemini-2.5-flash,0.1,0.9,0.0,0.0,1.0
SparseIntArray,gemini-2.5-pro,gemini-2.5-pro,0.1,0.9,0.0,0.0,1.0
SparseIntArray,gemini-2.5-pro,gpt-4.1,0.15,0.85,0.0,0.0,1.0
SparseIntArray,gemini-2.5-pro,gpt-4.1-mini,0.0,1.0,,,
SparseIntArray,gpt-4.1,claude-3-5-haiku-latest,0.55,0.19999999999999996,0.0625,0.5333333333333333,0.7333333333333333
SparseIntArray,gpt-4.1,claude-sonnet-4-0,0.25,0.7,0.0,0.16666666666666666,0.8333333333333334
SparseIntArray,gpt-4.1,gemini-2.5-flash,0.45,0.44999999999999996,0.09090909090909091,0.1,0.9
SparseIntArray,gpt-4.1,gemini-2.5-pro,0.35,0.55,0.1111111111111111,0.25,0.875
SparseIntArray,gpt-4.1,gpt-4.1,0.2,0.7,0.16666666666666666,0.2,0.8
SparseIntArray,gpt-4.1,gpt-4.1-mini,0.2,0.55,0.1111111111111111,0.5,0.5
SparseIntArray,gpt-4.1-mini,claude-3-5-haiku-latest,0.3,0.30000000000000004,0.21428571428571427,0.6363636363636364,0.5454545454545454
SparseIntArray,gpt-4.1-mini,claude-sonnet-4-0,0.4,0.050000000000000044,0.2631578947368421,0.6428571428571429,0.5714285714285714
SparseIntArray,gpt-4.1-mini,gemini-2.5-flash,0.4,0.30000000000000004,0.35714285714285715,0.3333333333333333,0.7777777777777778
SparseIntArray,gpt-4.1-mini,gemini-2.5-pro,0.4,0.19999999999999996,0.25,0.3333333333333333,0.6666666666666666
SparseIntArray,gpt-4.1-mini,gpt-4.1,0.3,0.35,0.23076923076923078,0.4,0.6
SparseIntArray,gpt-4.1-mini,gpt-4.1-mini,0.45,0.25,0.3333333333333333,0.2,0.9
XmlElement,claude-3-5-haiku-latest,claude-3-5-haiku-latest,0.15,0.09999999999999998,0.3888888888888889,0.9090909090909091,0.09090909090909091
XmlElement,claude-3-5-haiku-latest,claude-sonnet-4-0,0.05,0.0,0.35,0.9230769230769231,0.07692307692307693
XmlElement,claude-3-5-haiku-latest,gemini-2.5-flash,0.2,0.35,0.6153846153846154,0.2,0.8
XmlElement,claude-3-5-haiku-latest,gemini-2.5-pro,0.25,0.5,0.9,0.0,1.0
XmlElement,claude-3-5-haiku-latest,gpt-4.1,0.1,0.15000000000000002,0.23529411764705882,0.8461538461538461,0.15384615384615385
XmlElement,claude-3-5-haiku-latest,gpt-4.1-mini,0.15,0.6,0.625,0.3333333333333333,1.0
XmlElement,claude-sonnet-4-0,claude-3-5-haiku-latest,0.05,0.95,0.0,0.0,1.0
XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,0.0,0.65,0.0,1.0,0.0
XmlElement,claude-sonnet-4-0,gemini-2.5-flash,0.15,0.7,0.5,0.0,1.0
XmlElement,claude-sonnet-4-0,gemini-2.5-pro,0.25,0.6,0.5,0.0,1.0
XmlElement,claude-sonnet-4-0,gpt-4.1,0.0,0.65,0.0,1.0,0.0
XmlElement,claude-sonnet-4-0,gpt-4.1-mini,0.05,0.95,0.0,0.0,1.0
XmlElement,gemini-2.5-flash,claude-3-5-haiku-latest,0.1,0.85,0.3333333333333333,0.0,1.0
XmlElement,gemini-2.5-flash,claude-sonnet-4-0,0.2,0.75,0.0,0.2,0.8
XmlElement,gemini-2.5-flash,gemini-2.5-flash,0.2,0.75,0.4,0.0,1.0
XmlElement,gemini-2.5-flash,gemini-2.5-pro,0.2,0.8,0.0,0.0,1.0
XmlElement,gemini-2.5-flash,gpt-4.1,0.1,0.75,0.6,0.0,1.0
XmlElement,gemini-2.5-flash,gpt-4.1-mini,0.1,0.7,0.16666666666666666,0.6,0.4
XmlElement,gemini-2.5-pro,claude-3-5-haiku-latest,0.0,0.9,0.0,1.0,0.0
XmlElement,gemini-2.5-pro,claude-sonnet-4-0,0.05,0.8,0.0,0.75,0.25
XmlElement,gemini-2.5-pro,gemini-2.5-flash,0.1,0.85,0.0,0.3333333333333333,0.6666666666666666
XmlElement,gemini-2.5-pro,gemini-2.5-pro,0.15,0.85,0.0,0.0,1.0
XmlElement,gemini-2.5-pro,gpt-4.1,0.1,0.8,0.25,0.6666666666666666,0.3333333333333333
XmlElement,gemini-2.5-pro,gpt-4.1-mini,0.05,0.9,0.0,0.5,0.5
XmlElement,gpt-4.1,claude-3-5-haiku-latest,0.55,0.09999999999999998,0.4444444444444444,0.5,0.8
XmlElement,gpt-4.1,claude-sonnet-4-0,0.35,0.050000000000000044,0.3684210526315789,0.5,0.5833333333333334
XmlElement,gpt-4.1,gemini-2.5-flash,0.7,0.25,0.26666666666666666,0.09090909090909091,0.9090909090909091
XmlElement,gpt-4.1,gemini-2.5-pro,0.5,0.30000000000000004,0.21428571428571427,0.18181818181818182,0.8181818181818182
XmlElement,gpt-4.1,gpt-4.1,0.5,0.15000000000000002,0.17647058823529413,0.5714285714285714,0.6428571428571429
XmlElement,gpt-4.1,gpt-4.1-mini,0.6,0.09999999999999998,0.16666666666666666,0.3333333333333333,0.8
XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,0.25,0.19999999999999996,0.25,0.75,0.25
XmlElement,gpt-4.1-mini,claude-sonnet-4-0,0.15,0.050000000000000044,0.15789473684210525,0.8125,0.1875
XmlElement,gpt-4.1-mini,gemini-2.5-flash,0.45,0.4,0.3333333333333333,0.25,0.875
XmlElement,gpt-4.1-mini,gemini-2.5-pro,0.45,0.44999999999999996,0.36363636363636365,0.0,1.0
XmlElement,gpt-4.1-mini,gpt-4.1,0.45,0.30000000000000004,0.14285714285714285,0.5,0.75
XmlElement,gpt-4.1-mini,gpt-4.1-mini,0.5,0.4,0.16666666666666666,0.2,0.9
